#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.M336" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:site" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:site" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:site" name="distribution">
#            <parameter id="gammaShape.s:site" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:site" name="distribution">
#            <parameter id="kappa.s:site" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@M336" id="treeLikelihood.M336" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:site" shape="@gammaShape.s:site" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:site" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:site" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:site" kappa="@kappa.s:site" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:site" id="estimatedFreqs.s:site" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	gammaShape	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
35000	-6561.844670121953	-6635.232299934203	73.38762981225055	-6635.232299934203	0.0523209294324641	75.33212166133174	50.085299369075976	1.9096933555342004	0.11557925197393815	0.21799183183522522	0.24695947548138722	0.28850395224144576	0.24654474044194177
37500	-6565.526242351779	-6637.205094652829	71.67885230105027	-6637.205094652829	0.05092558643441703	73.67660947271958	50.874436549177794	2.042004575045781	0.11555595145345618	0.20752080669406586	0.24695947548138722	0.29897497738260514	0.24654474044194177
40000	-6550.425829019863	-6622.005287250518	71.57945823065548	-6622.005287250518	0.049470058113174745	73.57721540232478	37.27913247454552	2.042004575045781	0.11555595145345618	0.20109030336984035	0.2623320226687645	0.2900329335194534	0.24654474044194177
42500	-6551.136119895532	-6623.850222881234	72.7141029857017	-6623.850222881234	0.049428475535143394	74.74475285416909	64.32401183747913	2.1245937990509756	0.11555595145345618	0.1999949284457095	0.2715235532915418	0.2900329335194534	0.23844858474329525
45000	-6555.2566323136625	-6627.420381957341	72.1637496436792	-6627.420381957341	0.04992860734092038	74.17600177326831	62.18818425021854	2.1245937990509756	0.09715821257518699	0.19861163226293724	0.2715235532915418	0.2900329335194534	0.23983188092606753
47500	-6546.596594469321	-6619.538662400872	72.94206793155199	-6619.538662400872	0.04958981490075631	74.96288542323576	43.51552938912161	2.146225592896227	0.09715821257518699	0.19358023866665205	0.2715235532915418	0.2900329335194534	0.2448632745223527
50000	-6555.559913397233	-6628.139087134737	72.5791737375038	-6628.139087134737	0.047162954341566345	74.49178973957835	53.19997240223865	1.8765471036097787	0.09715821257518699	0.1926016872848209	0.27462558740991555	0.2900329335194534	0.24273979178581012
52500	-6545.458920775623	-6618.069317098992	72.61039632336924	-6618.069317098992	0.04959754364396854	74.55471943223101	39.581448041788875	1.8765471036097787	0.12886531936238454	0.18720324126582252	0.28615761022046937	0.2900329335194534	0.2366062149942547
55000	-6541.592690531796	-6614.324265493825	72.73157496202934	-6614.324265493825	0.04871369788874761	74.67589807089111	62.85443945796634	1.8765471036097787	0.12886531936238454	0.19661970557384434	0.2767411459124476	0.2900329335194534	0.2366062149942547
57500	-6552.106935976562	-6622.844328115428	70.7373921388656	-6622.844328115428	0.05157962037498986	72.68171524772737	39.83580070312203	1.8765471036097787	0.12886531936238454	0.19661970557384434	0.2767411459124476	0.2900329335194534	0.2366062149942547
60000	-6549.480093619962	-6619.180850598087	69.700756978125	-6619.180850598087	0.05553943918176553	71.64508008698677	29.454954108545238	1.8765471036097787	0.12886531936238454	0.19428929864847716	0.28379785916805317	0.285306627189215	0.2366062149942547
62500	-6553.899314975993	-6624.059853014488	70.16053803849537	-6624.059853014488	0.05258550070411409	72.10486114735714	53.116459366197354	1.8765471036097787	0.12886531936238454	0.19166802212897455	0.2864191356875558	0.285306627189215	0.2366062149942547
65000	-6560.2423370296165	-6631.371326547598	71.12898951798138	-6631.371326547598	0.05026466650945851	73.1425199316517	63.46931845060303	2.1013134946564036	0.10767802529373326	0.19166802212897455	0.2864191356875558	0.285306627189215	0.2366062149942547
67500	-6556.8687023321345	-6629.375945703172	72.50724337103725	-6629.375945703172	0.054776880904058335	74.43210665932241	47.83264145780965	1.857376388231474	0.11720494797259033	0.19354332734002735	0.2864191356875558	0.28343132197816223	0.2366062149942547
70000	-6545.9840776190185	-6615.452776734703	69.4686991156845	-6615.452776734703	0.05220687772724709	71.39356240396967	69.62263856998985	1.857376388231474	0.11720494797259033	0.19354332734002735	0.2864191356875558	0.28343132197816223	0.2366062149942547
72500	-6552.4719459463395	-6623.085713504267	70.61376755792752	-6623.085713504267	0.0560409823090835	72.53693418426091	50.06577471198636	1.857376388231474	0.1155082860208214	0.18748399168972682	0.26940736062561543	0.28949065762846277	0.25361799005619506
75000	-6545.682886945546	-6618.32789034986	72.64500340431469	-6618.32789034986	0.05385643059607382	74.56817003064809	50.764698397470696	1.857376388231474	0.1155082860208214	0.18861678743200985	0.28808032990779403	0.26968489260400114	0.25361799005619506
77500	-6551.299930431699	-6624.785457559794	73.48552712809511	-6624.785457559794	0.046871925895082094	75.4864263939295	59.83374961921544	2.0914787041627876	0.09895819083156336	0.18861678743200985	0.2933092800663171	0.26968489260400114	0.24838903989767197
80000	-6553.106131345794	-6623.177961113215	70.07182976742135	-6623.177961113215	0.05594357929387521	72.07272903325574	62.94528098735951	2.0914787041627876	0.09895819083156336	0.18892194930330286	0.2933092800663171	0.2693797307327081	0.24838903989767197
82500	-6552.613572876731	-6622.837538744687	70.22396586795509	-6622.837538744687	0.051153661194435984	72.22486513378948	61.63407010474039	2.0914787041627876	0.09895819083156336	0.1940800242004383	0.29603866284832964	0.27999380695687276	0.2298875059943594
85000	-6556.099439630772	-6631.511617898629	75.41217826785703	-6631.511617898629	0.04474468349156253	77.40353756498962	46.95341495686872	2.0914787041627876	0.08941822212976097	0.1940800242004383	0.29603866284832964	0.263920293199048	0.2459610197521842
87500	-6557.689336249786	-6630.835236690729	73.14590044094383	-6630.835236690729	0.04967244256023203	75.36198131233282	57.42236373826904	2.58947987692924	0.1217876968454217	0.1939027450557259	0.2717888855712854	0.2883473496208046	0.2459610197521842
90000	-6552.385138492014	-6626.919239438199	74.53410094618428	-6626.919239438199	0.04908604583404361	76.75018181757326	55.20643707522195	2.58947987692924	0.1217876968454217	0.1939027450557259	0.2717888855712854	0.2883473496208046	0.2459610197521842
92500	-6560.585064677465	-6632.456721606824	71.87165692935916	-6632.456721606824	0.055343516827747394	74.06403540974664	49.531000594160915	2.58947987692924	0.09808530584391073	0.18475004974483392	0.28185140621436183	0.2883473496208046	0.24505119441999978
95000	-6549.260469047412	-6620.992326187544	71.7318571401316	-6620.992326187544	0.04789892717913891	73.71013710824606	63.026880792334865	1.979874803269016	0.12101461040865531	0.1862972210558838	0.2964480282858905	0.272203556238226	0.24505119441999978
97500	-6550.284925273695	-6627.068448235092	76.78352296139676	-6627.068448235092	0.0464129687678628	78.72068320480031	50.32461597586242	1.979874803269016	0.07989488569773888	0.19822045994025958	0.27900960637220273	0.272203556238226	0.25056637744931176
100000	-6550.446185700668	-6622.1722086587415	71.72602295807299	-6622.1722086587415	0.05235518712354863	73.70666145167726	47.43918184300417	1.9885926093197297	0.11986468176135456	0.19822045994025958	0.27900960637220273	0.272203556238226	0.25056637744931176
102500	-6543.221060315745	-6617.305817388071	74.08475707232616	-6617.305817388071	0.046971794617201336	76.06539556593043	58.446268900209404	1.9885926093197297	0.11986468176135456	0.1953612985720873	0.2787455123203073	0.2765024606463673	0.24939072846123814
105000	-6549.991226274857	-6621.20867937099	71.2174530961327	-6621.20867937099	0.05185484731894599	73.11545024776707	50.697670693374974	1.735206312862329	0.14031272229247843	0.1953612985720873	0.2787455123203073	0.2765024606463673	0.24939072846123814
107500	-6552.851332002367	-6624.6399084620125	71.78857645964585	-6624.6399084620125	0.052866845725708045	73.70282364980962	52.24686015364911	1.774817468796963	0.14031272229247843	0.1953612985720873	0.2787455123203073	0.2765024606463673	0.24939072846123814
110000	-6553.073627558315	-6625.770628767992	72.6970012096768	-6625.770628767992	0.052523399612598824	74.61124839984056	57.58707219517497	1.774817468796963	0.14031272229247843	0.1953612985720873	0.2787455123203073	0.2765024606463673	0.24939072846123814
112500	-6552.373072851885	-6624.297238437499	71.92416558561429	-6624.297238437499	0.05387892082927237	73.80416233827688	37.27705233011825	1.774817468796963	0.10606228479130612	0.1953612985720873	0.28714485992039845	0.2765024606463673	0.240991380861147
115000	-6547.45924448167	-6621.825888351077	74.36664386940674	-6621.825888351077	0.04666918288161472	76.28688919775497	51.38985504682427	1.8734117046118492	0.10606228479130612	0.18921483531004876	0.29844679161735144	0.2765024606463673	0.23583591242623256
117500	-6543.599035745242	-6616.48713907122	72.88810332597808	-6616.48713907122	0.05254211380600024	74.88375046652006	43.124034574928594	2.060479259773942	0.10606228479130612	0.18921483531004876	0.29844679161735144	0.2765024606463673	0.23583591242623256
120000	-6547.611959095221	-6620.395357684311	72.78339858909034	-6620.395357684311	0.05382263774607251	74.77904572963232	66.4320411435964	2.060479259773942	0.10606228479130612	0.18617222743729175	0.29844679161735144	0.2795450685191243	0.23583591242623256
122500	-6546.747742350491	-6617.079873445244	70.33213109475346	-6617.079873445244	0.05551002354754014	72.31520769988835	66.42453434054755	2.060479259773942	0.09349174938420661	0.2011202031578681	0.2825007330496128	0.2805431513662866	0.23583591242623256
125000	-6552.546973059056	-6624.294450728809	71.74747766975392	-6624.294450728809	0.04887217026965655	73.71955736244631	67.30662854916906	2.060479259773942	0.08249483694172148	0.2011202031578681	0.28087824284309226	0.28216564157280716	0.23583591242623256
127500	-6553.061492913073	-6629.344937404283	76.28344449120975	-6629.344937404283	0.0442613251936435	78.29888579503321	53.269260468801406	2.1452860376078915	0.09215361373394028	0.2029976991965174	0.28743318189073247	0.28216564157280716	0.22740347733994304
130000	-6541.639266998635	-6616.905010710944	75.2657437123085	-6616.905010710944	0.04772102580209434	77.15756683580915	47.28988563176745	1.7978014183590985	0.10847929862453835	0.2029976991965174	0.2806296509419808	0.28896917252155885	0.22740347733994304
132500	-6550.481534839031	-6622.505452420471	72.02391758143925	-6622.505452420471	0.04932868664922963	73.96852769814826	62.826118488647275	1.9275164303536612	0.10847929862453835	0.19060224313693044	0.2806296509419808	0.30136462858114577	0.22740347733994304
135000	-6549.198282124307	-6623.350592980303	74.15231085599586	-6623.350592980303	0.046171897950023674	76.13280343394534	61.31444915960623	1.9275164303536612	0.14436175986500482	0.18303039385410375	0.268915214154552	0.3041706531123754	0.2438837388789689
137500	-6549.333613522157	-6625.306632550974	75.97301902881699	-6625.306632550974	0.044446686445672234	77.87123449684734	70.22738973385904	1.8581803635240277	0.09022978502439198	0.21048458915393242	0.2682447577061009	0.2773869142609978	0.2438837388789689
140000	-6541.726510527539	-6614.897937924807	73.17142739726775	-6614.897937924807	0.050258023950018285	75.09151474012131	64.15230045099885	1.8581803635240277	0.11210165984761096	0.19062620727952675	0.2912467230085044	0.2773869142609978	0.240740155450971
142500	-6550.628769613251	-6622.8612148728525	72.23244525960088	-6622.8612148728525	0.05292703867658803	74.17449836623786	41.34632674544917	1.9122566684338895	0.11210165984761096	0.19062620727952675	0.2912467230085044	0.2773869142609978	0.240740155450971
145000	-6554.834736843375	-6628.269597778949	73.43486093557416	-6628.269597778949	0.05295671294585721	75.37691404221114	47.39314333410031	1.9122566684338895	0.11210165984761096	0.19062620727952675	0.2827750190315232	0.2773869142609978	0.24921185942795224
147500	-6545.052072432376	-6618.017654754349	72.9655823219729	-6618.017654754349	0.05277628536306141	74.86100553399638	53.269116152237544	1.7977469694275277	0.11210165984761096	0.19062620727952675	0.2744238188438516	0.2773869142609978	0.25756305961562387
150000	-6554.797217514469	-6627.046087825359	72.24887031089007	-6627.046087825359	0.048080623183875744	74.26366174296709	56.75824463634098	2.0873074715825797	0.11451054883637148	0.20109817594092746	0.2744238188438516	0.2773869142609978	0.24709109095422316
152500	-6550.042270457778	-6622.519823692913	72.47755323513476	-6622.519823692913	0.05645397817254843	74.5399261203803	50.80278880964978	2.207644051487576	0.11451054883637148	0.20109817594092746	0.2744238188438516	0.2773869142609978	0.24709109095422316
155000	-6559.351824471685	-6629.969640449858	70.61781597817325	-6629.969640449858	0.05894086848304593	72.68018886341879	46.026420020483684	2.207644051487576	0.11451054883637148	0.20109817594092746	0.2744238188438516	0.2773869142609978	0.24709109095422316
157500	-6552.048873024137	-6620.237312274196	68.18843925005903	-6620.237312274196	0.05177809199718571	70.05380114582837	71.97273155626559	1.6647123031300617	0.13668642177447166	0.19538051494160555	0.2744238188438516	0.2773869142609978	0.2528087519535451
160000	-6558.7760095942585	-6631.515234862547	72.73922526828821	-6631.515234862547	0.053054804316404296	74.58323036248535	49.46587029184805	1.6647123031300617	0.11532962020227856	0.19538051494160555	0.2730818623410521	0.29621084664805486	0.23532677606928756
162500	-6560.207524953441	-6630.343596470382	70.1360715169414	-6630.343596470382	0.05000945971690476	72.21376068939944	34.87496544467368	2.1991406374826283	0.13316738686054191	0.20599960911531756	0.2730818623410521	0.27808965846586353	0.24282887007776685
165000	-6558.332825975139	-6632.626997353311	74.2941713781719	-6632.626997353311	0.04624385792113962	76.2599901325114	74.08733094493952	1.918921400861545	0.13316738686054191	0.19397964442927174	0.2770938010983175	0.26794383936313243	0.2609827151092784
167500	-6551.985364710296	-6624.022051096629	72.03668638633286	-6624.022051096629	0.04973514099539129	73.97479603476711	67.593860804076	1.918921400861545	0.10545828095528091	0.19812713398633794	0.2770938010983175	0.25970055125834524	0.26507851365699936
170000	-6559.571621410042	-6631.59522007874	72.02359866869752	-6631.59522007874	0.05190257384313439	73.97505712467628	41.63973931723707	1.918921400861545	0.11880708849979456	0.19812713398633794	0.2770938010983175	0.25970055125834524	0.26507851365699936
172500	-6552.562839585352	-6623.409224704119	70.84638511876689	-6623.409224704119	0.05055899945473155	72.74049203967105	73.8025658543419	1.7781503322646741	0.11880708849979456	0.19275844305572434	0.2770938010983175	0.2918706232950601	0.2382771325508981
175000	-6548.9850028147575	-6620.929638488691	71.94463567393386	-6620.929638488691	0.051799600635952646	73.83874259483802	50.154978163782204	1.7781503322646741	0.11880708849979456	0.19275844305572434	0.2770938010983175	0.2918706232950601	0.2382771325508981
177500	-6551.4611173910225	-6621.912221830662	70.45110443963948	-6621.912221830662	0.05630426127038711	72.33643061305692	51.008171655695236	1.7781503322646741	0.11002634101306893	0.19275844305572434	0.2770938010983175	0.2918706232950601	0.2382771325508981
180000	-6547.032962504765	-6618.9482805629505	71.91531805818555	-6618.9482805629505	0.05156678263853917	73.84804824994572	60.983271028664944	1.8149952799585496	0.1423575440318527	0.19275844305572434	0.2802940797105666	0.2918706232950601	0.23507685393864905
182500	-6550.093176677987	-6619.922716999621	69.82954032163398	-6619.922716999621	0.05389445458593957	71.90128628782705	33.411579142821004	2.1607244692079486	0.1423575440318527	0.19275844305572434	0.28018692677378104	0.2918706232950601	0.23518400687543461
185000	-6556.20826028708	-6629.770659242725	73.56239895564507	-6629.770659242725	0.0498974794641169	75.69637362596889	58.038680579030284	2.3198336055667603	0.1423575440318527	0.19275844305572434	0.28018692677378104	0.2918706232950601	0.23518400687543461
187500	-6557.184635229314	-6628.8975699469265	71.71293471761224	-6628.8975699469265	0.04887792939409431	73.75641250759327	62.490373707231576	2.08941613098221	0.1423575440318527	0.19275844305572434	0.2870789629456115	0.2849785871232296	0.23518400687543461
190000	-6547.603413713252	-6618.963197408672	71.35978369542076	-6618.963197408672	0.053668040049163576	73.45327093687398	50.47128169905324	2.215969459172403	0.1423575440318527	0.19275844305572434	0.2870789629456115	0.2849785871232296	0.23518400687543461
192500	-6548.740885921826	-6622.668679583265	73.92779366143867	-6622.668679583265	0.050285392316488174	76.02128090289189	55.686564639040434	2.215969459172403	0.1423575440318527	0.19275844305572434	0.2870789629456115	0.2849785871232296	0.23518400687543461
195000	-6558.78950887651	-6623.7263475472155	64.93683867070527	-6623.7263475472155	0.05730604900875686	67.0203858882804	21.70979061646055	2.1906671982784505	0.1423575440318527	0.19275844305572434	0.2870789629456115	0.2849785871232296	0.23518400687543461
197500	-6548.234898870814	-6620.399258642859	72.16435977204551	-6620.399258642859	0.05165417784837613	74.15930249683589	54.5068520918121	1.9682572547276782	0.1423575440318527	0.1867348751214598	0.2870789629456115	0.2820850629057598	0.24410109902716895
200000	-6547.179951257647	-6620.726292129316	73.54634087166848	-6620.726292129316	0.05111538796504847	75.54128359645885	70.66860718147154	1.9682572547276782	0.1423575440318527	0.1867348751214598	0.2870789629456115	0.2715070222965027	0.254679139636426
202500	-6555.233964526707	-6627.208291780013	71.97432725330617	-6627.208291780013	0.05094200621299566	73.96187067828177	38.56322044154201	2.0281076746219022	0.11090582673308241	0.1867348751214598	0.2870789629456115	0.2715070222965027	0.254679139636426
205000	-6557.383212091897	-6627.6177848804655	70.23457278856897	-6627.6177848804655	0.052974049156529764	72.1974789961954	40.50648451790636	1.9663864701952143	0.11107518135024282	0.18915060515645352	0.2870789629456115	0.26909129226150896	0.254679139636426
207500	-6551.88041548433	-6623.815908415663	71.93549293133304	-6623.815908415663	0.052262605178337945	73.79738206559551	36.49307603594	1.7686732904210436	0.09047253753100583	0.18915060515645352	0.2870789629456115	0.2774310689811419	0.24633936291679312
210000	-6543.200443046389	-6617.6661245123405	74.46568146595138	-6617.6661245123405	0.048486585230075485	76.49766736266501	51.66397541155219	2.0778645431315197	0.135466206336334	0.18211529940949595	0.28392944071530807	0.28761589695840295	0.24633936291679312
212500	-6547.566918023537	-6617.238289745373	69.67137172183554	-6617.238289745373	0.05388718753801414	71.67763049998716	40.34589124228907	2.0778645431315197	0.10973908777431272	0.1999597195027584	0.28392944071530807	0.28761589695840295	0.22849494282353067
215000	-6548.592072014806	-6621.487947829382	72.89587581457626	-6621.487947829382	0.054126829999760866	74.90213459272788	53.974780907760795	2.0778645431315197	0.10973908777431272	0.19574743435720987	0.28392944071530807	0.28761589695840295	0.23270722796907922
217500	-6544.414439742806	-6617.90575234571	73.49131260290382	-6617.90575234571	0.04976857520515189	75.49757138105544	58.33453569466036	2.0778645431315197	0.10973908777431272	0.19574743435720987	0.28392944071530807	0.2747620524274022	0.24556107250008
220000	-6547.3980391583045	-6622.921364216079	75.52332505777481	-6622.921364216079	0.046914523297184534	77.55971709781973	57.731767754720444	2.0778645431315197	0.1398723496676091	0.19574743435720987	0.28392944071530807	0.2747620524274022	0.24556107250008
222500	-6549.257503910598	-6623.31422051393	74.05671660333222	-6623.31422051393	0.048912679848304025	76.0691838540463	53.76470847702927	2.0778645431315197	0.1159475603367769	0.2005616954451946	0.28090054331234904	0.2699477913394175	0.24858996990303903
225000	-6550.033976478014	-6621.7040779450645	71.67010146705039	-6621.7040779450645	0.05272979061055752	73.70043451078726	63.370026351216616	2.122807028628365	0.1159475603367769	0.2005616954451946	0.2928119256957645	0.2699477913394175	0.23667858751962362
227500	-6555.416151480464	-6627.075561070768	71.6594095903047	-6627.075561070768	0.04898198965658583	73.71403832574363	35.189732634535474	2.191590431886177	0.1130758463275146	0.20294034885809945	0.2928119256957645	0.2699477913394175	0.23429993410671876
230000	-6552.529966798286	-6627.137951951345	74.6079851530582	-6627.137951951345	0.044110031527304604	76.64249946086949	43.816480724374664	2.111590994081103	0.12457911015989996	0.19600393293613594	0.2752452070529063	0.2699477913394175	0.25880306867154046
